PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	WITHDRAWN_YEAR	WITHDRAWN_COUNTRY	WITHDRAWN_REASON	CANONICAL_SMILES
1379046	CHEMBL2106776	Mobecarb (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				O=C(CN1CCOCC1)OCC(=O)c2ccccc2
1378221	CHEMBL2105951	"Beloxamide (INN, USAN);"	0	W-1372					1970				Antihyperlipoproteinemic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC(=O)N(CCCc1ccccc1)OCc2ccccc2
1379891	CHEMBL2107621	Telmesteine (INN);	0												Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CCOC(=O)N1CSC[C@H]1C(=O)O
1379058	CHEMBL2106788	Nicainoprol (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(C)NCC(O)COc1cccc2CCCN(C(=O)c3cccnc3)c12
1379433	CHEMBL2107163	Pivenfrine (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CNCC(O)c1cccc(OC(=O)C(C)(C)C)c1
1378702	CHEMBL2106432	Locicortolone Dicibate (INN);	0			#NAME?	steroids (not prednisolone derivatives)	#NAME?							Natural Product-derived	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]2(C)[C@H]1C(=O)COC(=O)OC(C5CCCCC5)C6CCCCC6
1376224	CHEMBL2103954	"Emorfazone (INN, JAN, MI);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCOC1=C(C=NN(C)C1=O)N2CCOCC2
1376679	CHEMBL2104409	Dobutamine Lactobionate (USAN);	0						1990				Cardiotonic		Natural Product-derived	N	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(CCc1ccc(O)c(O)c1)NCCc2ccc(OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)CO)c(O)c2
1380090	CHEMBL2107820	"Delparantag Pentahydrochloride (USAN); Delparantag (INN, USAN);"	0			#NAME?	antagonists of heparin and/or low molecular weight heparins	#NAME?	2012						Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				COc1ccc(NC(=O)[C@H](CCCCN)NC(=O)c2cc(NC(=O)[C@H](CCCCN)NC(=O)c3cc(NC(=O)[C@H](CCCCN)NC(=O)c4cc(NC(=O)[C@@H](N)CCCCN)ccc4OC)ccc3OC)ccc2OC)cc1C(=O)N
1378416	CHEMBL2106146	"Fendosal (BAN, INN, USAN);"	0	P-710129		#NAME?	anti-inflammatory agents (salicylic acid derivatives)	#NAME?	1976				Anti-Inflammatory		Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Unknown				OC(=O)c1cc(ccc1O)n2c3CCc4ccccc4c3cc2c5ccccc5
1380072	CHEMBL2107802	Rimeporide (INN);	1												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Cc1cc(c(cc1C(=O)NC(=N)N)S(=O)(=O)C)S(=O)(=O)C
1379692	CHEMBL2107422	Geclosporin (INN);	0			#NAME?	cyclosporine derivatives	#NAME?							Oligopeptide	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CCC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
1378851	CHEMBL2106581	Fenirofibrate (INN);	0			#NAME?	antihyperlipidemics (clofibrate type)	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(C)(Oc1ccc(cc1)C(O)c2ccc(Cl)cc2)C(=O)O
1377373	CHEMBL2105103	"Gestaclone (INN, USAN);"	0	SH-1040		#NAME?	hypnotics/tranquilizers (zopiclone type)	#NAME?	1969				Progestin		Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC(=O)[C@@]12C[C@@H]1C[C@H]3[C@@H]4C=C(Cl)C5=CC(=O)[C@@H]6C[C@@H]6[C@]5(C)[C@H]4CC[C@]23C
1378560	CHEMBL2106290	Dexetozoline (INN);	0												Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CCOC(=O)\C=C\1/S[C@H](N2CCCCC2)C(=O)N1C
1376839	CHEMBL2104569	"Cinfenoac (BAN, INN);"	0			#NAME?	anti-inflammatory agents (acetic acid derivatives)	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				OC(=O)COc1ccc(cc1)C(=O)\C=C\c2ccc(cc2)C(=O)O
1377493	CHEMBL2105223	"Piberaline (INN, MI);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				O=C(N1CCN(Cc2ccccc2)CC1)c3ccccn3
1378192	CHEMBL2105922	"Acexamic Acid (BAN, DCF, INN);"	0	CY-153											Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC(=O)NCCCCCC(=O)O
1376310	CHEMBL2104040	"Cinametic Acid (DCF, INN, MI);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COc1cc(\C=C\C(=O)O)ccc1OCCO
1378676	CHEMBL2106406	Dersalazine (INN);	2			-sal-	anti-inflammatory agents (salicylic acid derivatives)	-sal-							Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Unknown				Cc1nc2ccccc2n1CC3CCN(CC3)C(=O)\C=C(\c4ccccc4)/c5ccc(cc5)N=Nc6ccc(O)c(c6)C(=O)O
1379576	CHEMBL2107306	Ketocaine (INN);	0			#NAME?	local anesthetics	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCCC(=O)c1ccccc1OCCN(C(C)C)C(C)C
1378129	CHEMBL2105859	"Glaspimod (BAN, INN);"	0	SK&F-107647		#NAME?	immunomodulators	#NAME?							Oligopeptide	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				NCCCC[C@H](NC(=O)[C@H](CCCC[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H]2CCC(=O)N2)C(=O)O
15044	CHEMBL274047	"Tandospirone (BAN, INN); Tandospirone Citrate (USAN);"	0	SM-3997		#NAME?	anxiolytics (buspirone type)	#NAME?	1990				Anti-Anxiety Agent		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN4CCN(CC4)c5ncccn5
1376007	CHEMBL2103737	"Hydroxocobalamin (BAN, FDA, INN, JAN, USAN, USP); Hydroxocobalamin Acetate (JAN);"	4		Bel Mar Laboratories Inc; Abraxis Pharmaceutical Products; Watson Laboratories Inc; Merck And Co Inc; Serb Sa				1962		B03BA53; V03AB33; B03BA03	B03BA53 [BLOOD AND BLOOD FORMING ORGANS: ANTIANEMIC PREPARATIONS: VITAMIN B12 AND FOLIC ACID: Vitamin B12 (cyanocobalamin and analogues)]; V03AB33 [VARIOUS: ALL OTHER THERAPEUTIC PRODUCTS: ALL OTHER THERAPEUTIC PRODUCTS: Antidotes]; B03BA03 [BLOOD AND BLOOD FORMING ORGANS: ANTIANEMIC PREPARATIONS: VITAMIN B12 AND FOLIC ACID: Vitamin B12 (cyanocobalamin and analogues)]	Vitamin (hematopoietic)	US-5834448-A	Natural Product-derived	N	N	Racemic Mixture	N	N	Y	N	N	Prescription-only				
1379248	CHEMBL2106978	"Potassium Gluconate (JAN, USP);"	4								A12BA05	A12BA05 [ALIMENTARY TRACT AND METABOLISM: MINERAL SUPPLEMENTS: POTASSIUM: Potassium]	Replenisher (electrolyte)		Synthetic Small Molecule	N	N	Unknown	N	N	N	N	N	Unknown				[K+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
1383596	CHEMBL2111156	Zenazocine Mesylate (USAN);	0	WIN-429644		#NAME?	"narcotic antagonists/agonists (6,7-benzomorphan derivatives)"	#NAME?	1983				Analgesic		Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(C)CCC(=O)CCC1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C
1378391	CHEMBL2106121	Calcium Lactobionate (USP);	0										Supplement (calcium)		Synthetic Small Molecule	N	N	Unknown	N	N	N	N	N	Unknown				[Ca+2].OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C(=O)[O-].OC[C@@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)C(=O)[O-]
1383027	CHEMBL2110587	Tasisulam Sodium (USAN);	0	LY-573636 Na		#NAME?	"antineoplastics, apoptosis inducing sulfonamide"	#NAME?	2007						Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Clc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)s2)c(Cl)c1
1379211	CHEMBL2106941	Pivhydrazine (BAN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC(C)(C)C(=O)NNCc1ccccc1
1379323	CHEMBL2107053	"Tetrabarbital (DCF, INN, MI);"	0			-barb-	barbituric acid derivatives	-barb-							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O
1379076	CHEMBL2106806	Nivacortol (INN); Nivazol (USAN);	0	WIN-27914					1969				Glucocorticoid		Natural Product-derived	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@]12Cc3cnn(c3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C)c6ccc(F)cc6
1376421	CHEMBL2104151	Cipropride (INN);	0			#NAME?	sulpiride derivatives	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				COc1ccc(cc1C(=O)NCC2CCCN2CC3CC3)S(=O)(=O)N
1376472	CHEMBL2104202	Brolaconazole (INN);	0			#NAME?	systemic antifungals (miconazole type)	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				Brc1ccc(cc1)C(Cn2ccnc2)c3ccccc3
1379227	CHEMBL2106957	Methalthiazide (USAN);	0	P-2530		#NAME?	diuretics (thiazide derivatives)	#NAME?	1963				Antihypertensive; Diuretic		Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CN1C(CSCC=C)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N
1378697	CHEMBL2106427	"Meproscillarin (BAN, INN);"	0												Natural Product-derived	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CO[C@H]1[C@H](C)O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)[C@H](O)[C@@H]1O
1377710	CHEMBL2105440	"Tigestol (INN, USAN);"	0			-gest-	progestins	-gest-	1968				Progestin		Natural Product-derived	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@]12CC[C@H]3[C@@H](CCC4=C3CCCC4)[C@@H]1CC[C@@]2(O)C#C
1376323	CHEMBL2104053	Adafenoxate (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Clc1ccc(OCC(=O)OCCNC23CC4CC(CC(C4)C2)C3)cc1
1377771	CHEMBL2105501	"Terbucromil (BAN, INN);"	0			#NAME?	antiallergics (cromoglicic acid derivatives)	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC(C)(C)c1cc2C(=O)C=C(Oc2c(c1)C(C)(C)C)C(=O)O
1379727	CHEMBL2107457	Itopride (INN);	3			#NAME?	sulpiride derivatives	#NAME?			A03FA07	A03FA07 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS: PROPULSIVES: Propulsives]			Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COc1ccc(cc1OC)C(=O)NCc2ccc(OCCN(C)C)cc2
1377337	CHEMBL2105067	Isamfazone (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(Cc1ccccc1)N(C)C(=O)CN2N=C(C=CC2=O)c3ccccc3
1376144	CHEMBL2103874	"Oclacitinib (INN, USAN); Oclacitinib Maleate (USAN);"	0	PF-03394197; PF-03394197-11; JAKI		#NAME?	tyrosine kinase inhibitors: janus kinase inhibitors	#NAME?	2011						Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CNS(=O)(=O)C[C@@H]1CC[C@H](CC1)N(C)c2[nH]cnc3nccc23
1378737	CHEMBL2106467	Tymazoline (BAN);	0			#NAME?	antihistamines/local vasoconstrictors (antazoline type)	#NAME?			R01AA13	"R01AA13 [RESPIRATORY SYSTEM: NASAL PREPARATIONS: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE: Sympathomimetics, plain]"			Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC(C)c1ccc(C)cc1OCC2=NCCN2
1376961	CHEMBL2104691	Tetriprofen (INN);	0	47-210 [As Sodium]		#NAME?	anti-inflammatory/analgesic agents (ibuprofen type)	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(C(=O)O)c1ccc(cc1)C2=CCCCC2
1376945	CHEMBL2104675	Broclepride (INN);	0			#NAME?	sulpiride derivatives	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COc1cc(N)c(Br)cc1C(=O)NC2CCN(Cc3ccc(Cl)cc3)CC2
1378189	CHEMBL2105919	Bentemazole (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C(c1ccccc1)n2ccnc2c3nnn[nH]3
1248737	CHEMBL1908366	Soblidotin (INN);	2			#NAME?	synthetic analogs of the dolastatin series	#NAME?							Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC[C@@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc2ccccc2)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](C(C)C)N(C)C)C(C)C
1378683	CHEMBL2106413	"Bibapcitide (BAN, INN, USAN);"	0	P280		#NAME?	peptides	#NAME?	1997				Radionuclide Carrier		Oligopeptide	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC(=O)NCSC[C@H](NC(=O)CNC(=O)CNC(=O)[C@@H]1CSCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CSCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1)C(=O)NCC(=O)N[C@@H](CSCNC(=O)C)C(=O)NCC(=O)NCC(=O)N[C@@H](CS[C@H]3CC(=O)N(COCN4C(=O)C[C@H](SC[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](CSCNC(=O)C)NC(=O)CNC(=O)[C@H](CSCNC(=O)C)NC(=O)CNC(=O)CNC(=O)[C@@H]5CSCC(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CSCCCN)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N5)C(=O)N)C4=O)C3=O)C(=O)N
1379443	CHEMBL2107173	"Mefeclorazine (DCF, INN);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COc1ccc(CCN2CCN(CC2)c3ccccc3Cl)cc1OC
1379771	CHEMBL2107501	Semotiadil (INN);	0			#NAME?	vasodilators (undefined group)	#NAME?							Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				COc1ccc(OCCCN(C)CCCOc2ccc3OCOc3c2)c(c1)[C@H]4Sc5ccccc5NC4=O
1376594	CHEMBL2104324	Iprazochrome (INN);	0								N02CX03	N02CX03 [NERVOUS SYSTEM: ANALGESICS: ANTIMIGRAINE PREPARATIONS: Other antimigraine preparations]			Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(C)N1CC(O)C2=C\C(=N\NC(=O)N)\C(=O)C=C12
1379162	CHEMBL2106892	"Metiapine (INN, USAN);"	0			#NAME?	antipsychotics (dibenzothiazepine derivatives)	#NAME?	1969				Antipsychotic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CN1CCN(CC1)C2=Nc3ccccc3Sc4ccc(C)cc24
1376262	CHEMBL2103992	"Benorterone (INN, USAN);"	0	SK&F-7690					1964				Anti-Androgen		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@]1(O)CC[C@H]2[C@@H]3CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1376951	CHEMBL2104681	Evicromil (BAN);	0			#NAME?	antiallergics (cromoglicic acid derivatives)	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCc1cc(C=C)c(O)c2C(=O)C=C(Oc12)C(=O)O
1378072	CHEMBL2105802	"Cicrotoic Acid (DCF, INN, MI);"	0	AD-106											Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C\C(=C\C(=O)O)\C1CCCCC1
1378863	CHEMBL2106593	"Brotianide (BAN, INN);"	0	BAY-4059-VA; FBA-4059											Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Unknown				CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc2ccc(Br)cc2
1379631	CHEMBL2107361	"Pelitrexol (INN, USAN);"	2	AG-2037					2000						Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				Cc1cc(sc1CC[C@@H]2CNC3=C(C2)C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O
1379429	CHEMBL2107159	"Lofendazam (BAN, INN);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Clc1ccc2NCCC(=O)N(c3ccccc3)c2c1
1376860	CHEMBL2104590	Oxetacillin (INN);	0			#NAME?	penicillins	#NAME?							Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC1(C)S[C@@H]2[C@H](N3C(=O)[C@H](NC3(C)C)c4ccc(O)cc4)C(=O)N2[C@H]1C(=O)O
1379448	CHEMBL2107178	Lufuradom (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CN1C(CNC(=O)c2cocc2)CN=C(c3ccccc3)c4ccc(F)cc14
1376213	CHEMBL2103943	"Penthrichloral (BAN, DCF, INN);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				OCC1(CO)COC(OC1)C(Cl)(Cl)Cl
1376604	CHEMBL2104334	"Etoprindole (DCF, INN);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC\C(=N\O)\c1cn(CCN(C)C)c2ccccc12
1376612	CHEMBL2104342	"Iomeglamic Acid (INN, MI);"	0	RG-270		io-	iodine-containing contrast media	io-							Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Unknown				CN(C(=O)CCCC(=O)O)c1c(I)cc(I)c(N)c1I
1380038	CHEMBL2107768	Pemaglitazar (INN);	0			#NAME?	PPAR agonists (not thiazolidene derivatives)	#NAME?							Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				Cc1ccccc1SCC[C@H](Oc2ccc(cc2)C(F)(F)F)C(=O)O
1377400	CHEMBL2105130	Itrocainide (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCN(CC)CCNC(=O)c1cnc(c2ccccc2C)c3ccccc13
1376870	CHEMBL2104600	"Etibendazole (INN, USAN);"	0	R-34803		#NAME?	anthelmintics (tibendazole type)	#NAME?	1983				Anthelmintic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COC(=O)Nc1nc2ccc(cc2[nH]1)C3(OCCO3)c4ccc(F)cc4
1376320	CHEMBL2104050	Asocainol (INN);	0												Natural Product-derived	N	N	Racemic Mixture	N	N	N	N	N	Unknown				COc1ccc2CCN(C)C(CCc3ccccc3)Cc4ccc(OC)c(O)c4c2c1
1378501	CHEMBL2106231	Ethyl Dirazepate (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCOC(=O)C1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O
1377265	CHEMBL2104995	Fibracillin (INN);	0			#NAME?	penicillins	#NAME?							Natural Product-derived	N	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4ccccc4
1379345	CHEMBL2107075	"Metamelfalan (BAN, INN);"	0												Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				N[C@@H](Cc1cccc(c1)N(CCCl)CCCl)C(=O)O
1378766	CHEMBL2106496	"Treloxinate (INN, USAN);"	0						1971				Antihyperlipoproteinemic		Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Unknown				COC(=O)C1Oc2ccc(Cl)cc2Cc3cc(Cl)ccc3O1
1376742	CHEMBL2104472	"Apaflurane (BAN, INN);"	0			#NAME?	general inhalation anesthetics (halogenated alkane derivatives)	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				FC(C(F)(F)F)C(F)(F)F
1377539	CHEMBL2105269	"Metiazinic Acid (DCF, INN, JAN, MI);"	0	RP-16091											Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CN1c2ccccc2Sc3ccc(CC(=O)O)cc13
1378341	CHEMBL2106071	"Clomocycline (BAN, INN, MI);"	0			#NAME?	antibiotics (tetracycline derivatives)	#NAME?			J01AA11	J01AA11 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: TETRACYCLINES: Tetracyclines]			Natural Product-derived	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCO)C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O
1376584	CHEMBL2104314	Icaridin (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCC(C)OC(=O)N1CCCCC1CCO
1378528	CHEMBL2106258	"Dicirenone (INN, USAN);"	0	SC-26304		#NAME?	aldosterone antagonists (spironolactone type)	#NAME?	1984				Hypotensive; Aldosterone Antagonist		Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC(C)OC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13
1376383	CHEMBL2104113	Cinuperone (INN);	0			#NAME?	antianxiety agents/neuroleptics (4-fluoro-4-piperidinobutyrophenone derivatives)	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3cc4ccccc4cn3
1377635	CHEMBL2105365	Pyrophendane (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CN1CCC(CC2CC(c3ccccc3)c4ccccc24)C1
1377091	CHEMBL2104821	"Pitofenone (DCF, INN);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COC(=O)c1ccccc1C(=O)c2ccc(OCCN3CCCCC3)cc2
1377336	CHEMBL2105066	Gemazocine (INN);	0			#NAME?	"narcotic antagonists/agonists (6,7-benzomorphan derivatives)"	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCC12CCN(CC3CC3)C(Cc4ccc(O)cc14)C2(C)C
1378843	CHEMBL2106573	"Diethylthiambutene (BAN, DCF, INN);"	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCN(CC)C(C)C=C(c1cccs1)c2cccs2
1377364	CHEMBL2105094	Morocromen (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC1=C(CCN2CCOCC2)C(=O)Oc3cc(NC(=O)N4CCOCC4)ccc13
1376266	CHEMBL2103996	"Adrenalone (INN, USAN);"	0						1971		B02BC05; A01AD06	B02BC05 [BLOOD AND BLOOD FORMING ORGANS: ANTIHEMORRHAGICS: VITAMIN K AND OTHER HEMOSTATICS: Local hemostatics]; A01AD06 [ALIMENTARY TRACT AND METABOLISM: STOMATOLOGICAL PREPARATIONS: STOMATOLOGICAL PREPARATIONS: Other agents for local oral treatment]	Adrenergic (ophthalmic)		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CNCC(=O)c1ccc(O)c(O)c1
1378470	CHEMBL2106200	"Diproqualone (DCF, INN);"	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC1=Nc2ccccc2C(=O)N1CC(O)CO
1377431	CHEMBL2105161	Nicoboxil (INN); Beta-Butoxyethyl Nicotinate (JAN);	3												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCCCOCCOC(=O)c1cccnc1
1379828	CHEMBL2107558	"Furfenorex (DCF, INN);"	0	E-106-E [As Cyclamate]; SD-27115 [As Cyclamate]		#NAME?	anorexiants	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(Cc1ccccc1)N(C)Cc2occc2
1376282	CHEMBL2104012	Carmetizide (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				COC(=O)C1Nc2cc(Cl)c(cc2S(=O)(=O)N1C)S(=O)(=O)N
