MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	MESH_ID	MESH_HEADING	EFO_ID	EFO_NAME	MAX_PHASE_FOR_IND	USAN_YEAR	REFS
CHEMBL506871	Veliparib	Small molecule		D061325	HEREDITARY BREAST AND OVARIAN CANCER SYNDROME	Orphanet:145	HEREDITARY BREAST AND OVARIAN CANCER SYNDROME	2	2009	ClinicalTrials$$NCT02849496,NCT01149083$$https://clinicaltrials.gov/search?id=%22NCT02849496%22OR%22NCT01149083%22
CHEMBL1096882	Fludarabine Phosphate	Small molecule	1991	D000741	ANEMIA, APLASTIC	HP:0001915	APLASTIC ANEMIA	1	1982	ClinicalTrials$$NCT00326417$$https://clinicaltrials.gov/search?id=%22NCT00326417%22
CHEMBL1096882	Fludarabine Phosphate	Small molecule	1991	D008223	LYMPHOMA	EFO:0000574	LYMPHOMA	2	1982	ClinicalTrials$$NCT00185445,NCT00311129,NCT00688883$$https://clinicaltrials.gov/search?id=%22NCT00185445%22OR%22NCT00311129%22OR%22NCT00688883%22
CHEMBL1096882	Fludarabine Phosphate	Small molecule	1991	D015470	LEUKEMIA, MYELOID, ACUTE	EFO:0000222	ACUTE MYELOID LEUKEMIA	3	1982	ClinicalTrials$$NCT00925873$$https://clinicaltrials.gov/search?id=%22NCT00925873%22
CHEMBL1231124	Azd-1480	Small molecule		D009369	NEOPLASMS	EFO:0000311	CANCER	1		ClinicalTrials$$NCT01112397$$https://clinicaltrials.gov/search?id=%22NCT01112397%22
CHEMBL1094636	Niraparib	Small molecule	2017	D010534	PERITONEAL NEOPLASMS	EFO:1001100	PERITONEAL NEOPLASM	4	2011	FDA$$label/2017/208447lbl.pdf$$http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208447lbl.pdf
CHEMBL1094636	Niraparib	Small molecule	2017	D005185	FALLOPIAN TUBE NEOPLASMS	EFO:1000251	FALLOPIAN TUBE CARCINOMA	4	2011	FDA$$label/2017/208447lbl.pdf$$http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208447lbl.pdf
CHEMBL1094636	Niraparib	Small molecule	2017	D008223	LYMPHOMA	EFO:0000574	LYMPHOMA	2	2011	ClinicalTrials$$NCT01244009$$https://clinicaltrials.gov/search?id=%22NCT01244009%22
CHEMBL1094636	Niraparib	Small molecule	2017	D010051	OVARIAN NEOPLASMS	EFO:0001075	OVARIAN CARCINOMA	4	2011	ClinicalTrials$$NCT02655016,NCT02354586,NCT01847274,NCT02354131$$https://clinicaltrials.gov/search?id=%22NCT02655016%22OR%22NCT02354586%22OR%22NCT01847274%22OR%22NCT02354131%22####FDA$$label/2017/208447lbl.pdf$$http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208447lbl.pdf
CHEMBL512351	Betrixaban	Small molecule		D001281	ATRIAL FIBRILLATION	EFO:0000275	ATRIAL FIBRILLATION	2	2007	ClinicalTrials$$NCT00742859$$https://clinicaltrials.gov/search?id=%22NCT00742859%22
CHEMBL512351	Betrixaban	Small molecule		D054556	VENOUS THROMBOEMBOLISM	EFO:0004286	VENOUS THROMBOEMBOLISM	3	2007	ClinicalTrials$$NCT01583218$$https://clinicaltrials.gov/search?id=%22NCT01583218%22
CHEMBL1650	Cortisone Acetate	Small molecule	1950	D001249	ASTHMA	EFO:0000270	ASTHMA	4		DailyMed$$setid=85cfed58-e5f1-4170-8d83-60e6bebd3610$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85cfed58-e5f1-4170-8d83-60e6bebd3610####DailyMed$$setid=f7548498-142c-4feb-83ed-4c20dcd6108b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
CHEMBL1650	Cortisone Acetate	Small molecule	1950	D006934	HYPERCALCEMIA	HP:0003072	HYPERCALCEMIA	4		DailyMed$$setid=85cfed58-e5f1-4170-8d83-60e6bebd3610$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85cfed58-e5f1-4170-8d83-60e6bebd3610####DailyMed$$setid=f7548498-142c-4feb-83ed-4c20dcd6108b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
CHEMBL1650	Cortisone Acetate	Small molecule	1950	D000741	ANEMIA, APLASTIC	HP:0001915	APLASTIC ANEMIA	4		DailyMed$$setid=85cfed58-e5f1-4170-8d83-60e6bebd3610$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85cfed58-e5f1-4170-8d83-60e6bebd3610####DailyMed$$setid=f7548498-142c-4feb-83ed-4c20dcd6108b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
CHEMBL1650	Cortisone Acetate	Small molecule	1950	D012628	DERMATITIS, SEBORRHEIC	EFO:1000764	SEBORRHEIC DERMATITIS	4		DailyMed$$setid=85cfed58-e5f1-4170-8d83-60e6bebd3610$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85cfed58-e5f1-4170-8d83-60e6bebd3610####DailyMed$$setid=f7548498-142c-4feb-83ed-4c20dcd6108b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
CHEMBL1650	Cortisone Acetate	Small molecule	1950	D010437	PEPTIC ULCER	HP:0004398	PEPTIC ULCER	4		DailyMed$$setid=85cfed58-e5f1-4170-8d83-60e6bebd3610$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85cfed58-e5f1-4170-8d83-60e6bebd3610####DailyMed$$setid=f7548498-142c-4feb-83ed-4c20dcd6108b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
CHEMBL1650	Cortisone Acetate	Small molecule	1950	D001171	ARTHRITIS, JUVENILE	EFO:0002609	CHRONIC CHILDHOOD ARTHRITIS	4		DailyMed$$setid=85cfed58-e5f1-4170-8d83-60e6bebd3610$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85cfed58-e5f1-4170-8d83-60e6bebd3610####DailyMed$$setid=f7548498-142c-4feb-83ed-4c20dcd6108b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
CHEMBL1650	Cortisone Acetate	Small molecule	1950	D013968	THYROIDITIS, SUBACUTE	EFO:1001194	SUBACUTE THYROIDITIS	4		DailyMed$$setid=85cfed58-e5f1-4170-8d83-60e6bebd3610$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85cfed58-e5f1-4170-8d83-60e6bebd3610####DailyMed$$setid=f7548498-142c-4feb-83ed-4c20dcd6108b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f7548498-142c-4feb-83ed-4c20dcd6108b
CHEMBL1456	Mycophenolate Mofetil	Small molecule	1995	D009103	MULTIPLE SCLEROSIS	EFO:0003885	MULTIPLE SCLEROSIS	2	1990	ClinicalTrials$$NCT00324506$$https://clinicaltrials.gov/search?id=%22NCT00324506%22
CHEMBL1240704	Solithromycin	Small molecule		D006069	GONORRHEA	DOID:7551	GONORRHEA	3	2010	ClinicalTrials$$NCT02210325,NCT01591447$$https://clinicaltrials.gov/search?id=%22NCT02210325%22OR%22NCT01591447%22
CHEMBL1527608	Doxofylline	Small molecule		D008173	LUNG DISEASES, OBSTRUCTIVE	HP:0006536	OBSTRUCTIVE LUNG DISEASE	4	1990	ATC$$R03DA11$$http://www.whocc.no/atc_ddd_index/?code=R03DA11
CHEMBL560993	Oc000459	Small molecule		D057765	EOSINOPHILIC ESOPHAGITIS	EFO:0004232	EOSINOPHILIC ESOPHAGITIS	2		ClinicalTrials$$NCT01056783$$https://clinicaltrials.gov/search?id=%22NCT01056783%22
CHEMBL608533	Midostaurin	Small molecule		D012004	RECTAL NEOPLASMS	EFO:1000657	RECTUM CANCER	1	2004	ClinicalTrials$$NCT01282502$$https://clinicaltrials.gov/search?id=%22NCT01282502%22
CHEMBL514201	Talmapimod	Small molecule		D009101	MULTIPLE MYELOMA	EFO:0001378	MULTIPLE MYELOMA	2	2007	ClinicalTrials$$NCT00087867,NCT00095680$$https://clinicaltrials.gov/search?id=%22NCT00087867%22OR%22NCT00095680%22
CHEMBL704	Mesalamine	Small molecule	1987	D003093	COLITIS, ULCERATIVE	EFO:0000729	ULCERATIVE COLITIS	4	1986	ClinicalTrials$$NCT00603733,NCT00350415,NCT00767728,NCT02522780,NCT00151892,NCT01534312,NCT01201122,NCT01257386,NCT01124149,NCT02368717,NCT01586533,NCT01004185,NCT00746447,NCT00747110,NCT02093663,NCT01903252,NCT00446849,NCT00744016,NCT00737789,NCT00194818,NCT01045018,NCT00713310,NCT00652145,NCT00679432,NCT00708656,NCT00577473,NCT01745770,NCT01536535,NCT01130844,NCT02522767,NCT00254618,NCT01257399,NCT00505778,NCT00073021,NCT01020708,NCT00808977,NCT02280629$$https://clinicaltrials.gov/search?id=%22NCT00603733%22OR%22NCT00350415%22OR%22NCT00767728%22OR%22NCT02522780%22OR%22NCT00151892%22OR%22NCT01534312%22OR%22NCT01201122%22OR%22NCT01257386%22OR%22NCT01124149%22OR%22NCT02368717%22OR%22NCT01586533%22OR%22NCT01004185%22OR%22NCT00746447%22OR%22NCT00747110%22OR%22NCT02093663%22OR%22NCT01903252%22OR%22NCT00446849%22OR%22NCT00744016%22OR%22NCT00737789%22OR%22NCT00194818%22OR%22NCT01045018%22OR%22NCT00713310%22OR%22NCT00652145%22OR%22NCT00679432%22OR%22NCT00708656%22OR%22NCT00577473%22OR%22NCT01745770%22OR%22NCT01536535%22OR%22NCT01130844%22OR%22NCT02522767%22OR%22NCT00254618%22OR%22NCT01257399%22OR%22NCT00505778%22OR%22NCT00073021%22OR%22NCT01020708%22OR%22NCT00808977%22OR%22NCT02280629%22
CHEMBL638	Voriconazole	Small molecule	2002	D001228	ASPERGILLOSIS	EFO:0007157	ASPERGILLOSIS	3	1999	ClinicalTrials$$NCT01383993,NCT01080651,NCT01782131,NCT02180165,NCT01887457,NCT00531479,NCT00836875,NCT00159822$$https://clinicaltrials.gov/search?id=%22NCT01383993%22OR%22NCT01080651%22OR%22NCT01782131%22OR%22NCT02180165%22OR%22NCT01887457%22OR%22NCT00531479%22OR%22NCT00836875%22OR%22NCT00159822%22
CHEMBL638	Voriconazole	Small molecule	2002	D006086	GRAFT VS HOST DISEASE	EFO:0004599	ACUTE GRAFT VS. HOST DISEASE	1	1999	ClinicalTrials$$NCT00792246$$https://clinicaltrials.gov/search?id=%22NCT00792246%22
CHEMBL193240	Roflumilast	Small molecule	2011	D065626	NON-ALCOHOLIC FATTY LIVER DISEASE	EFO:0003095	NON-ALCOHOLIC FATTY LIVER DISEASE	2	2002	ClinicalTrials$$NCT01703260$$https://clinicaltrials.gov/search?id=%22NCT01703260%22
CHEMBL193240	Roflumilast	Small molecule	2011	D003924	DIABETES MELLITUS, TYPE 2	EFO:0001360	TYPE II DIABETES MELLITUS	2	2002	ClinicalTrials$$NCT01664624,NCT01140542$$https://clinicaltrials.gov/search?id=%22NCT01664624%22OR%22NCT01140542%22
CHEMBL193240	Roflumilast	Small molecule	2011	D008173	LUNG DISEASES, OBSTRUCTIVE	HP:0006536	OBSTRUCTIVE LUNG DISEASE	4	2002	ATC$$R03DX07$$http://www.whocc.no/atc_ddd_index/?code=R03DX07
CHEMBL193240	Roflumilast	Small molecule	2011	D012559	SCHIZOPHRENIA	EFO:0000692	SCHIZOPHRENIA	1	2002	ClinicalTrials$$NCT02079844$$https://clinicaltrials.gov/search?id=%22NCT02079844%22
CHEMBL560	Pentazocine	Small molecule	1967	D001714	BIPOLAR DISORDER	EFO:0000289	BIPOLAR DISORDER	2	1963	ClinicalTrials$$NCT00125931$$https://clinicaltrials.gov/search?id=%22NCT00125931%22
CHEMBL119423	Tisopurine	Small molecule		D006073	GOUT	EFO:0004274	GOUT	4		ATC$$M04AA02$$http://www.whocc.no/atc_ddd_index/?code=M04AA02
CHEMBL1473	Fluticasone Propionate	Small molecule	1990	D012871	SKIN DISEASES	EFO:0000701	SKIN DISEASE	4	1985	ClinicalTrials$$NCT01915914$$https://clinicaltrials.gov/search?id=%22NCT01915914%22####DailyMed$$setid=ff96762d-a841-4558-befd-d14761bbe6fc$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff96762d-a841-4558-befd-d14761bbe6fc
CHEMBL1341	Methoxyflurane	Small molecule		D009369	NEOPLASMS	EFO:0000311	CANCER	3	1962	ClinicalTrials$$NCT02604225$$https://clinicaltrials.gov/search?id=%22NCT02604225%22
CHEMBL810	Temozolomide	Small molecule	1999	D012004	RECTAL NEOPLASMS	EFO:1000657	RECTUM CANCER	1	1999	ClinicalTrials$$NCT01781403$$https://clinicaltrials.gov/search?id=%22NCT01781403%22
CHEMBL810	Temozolomide	Small molecule	1999	D001932	BRAIN NEOPLASMS	EFO:0003833	BRAIN NEOPLASM	3	1999	ClinicalTrials$$NCT02617589,NCT02667587,NCT01015534$$https://clinicaltrials.gov/search?id=%22NCT02617589%22OR%22NCT02667587%22OR%22NCT01015534%22
CHEMBL810	Temozolomide	Small molecule	1999	D008223	LYMPHOMA	EFO:0000574	LYMPHOMA	2	1999	ClinicalTrials$$NCT01235793$$https://clinicaltrials.gov/search?id=%22NCT01235793%22
CHEMBL810	Temozolomide	Small molecule	1999	D007938	LEUKEMIA	EFO:0000565	LEUKEMIA	2	1999	ClinicalTrials$$NCT00611247,NCT00083070$$https://clinicaltrials.gov/search?id=%22NCT00611247%22OR%22NCT00083070%22
CHEMBL810	Temozolomide	Small molecule	1999	D055752	SMALL CELL LUNG CARCINOMA	EFO:0000702	SMALL CELL LUNG CARCINOMA	2	1999	ClinicalTrials$$NCT01638546,NCT02605811,NCT02772107,NCT01900951,NCT02477813$$https://clinicaltrials.gov/search?id=%22NCT01638546%22OR%22NCT02605811%22OR%22NCT02772107%22OR%22NCT01900951%22OR%22NCT02477813%22
CHEMBL256087	Menthol	Small molecule	2008	D001168	ARTHRITIS	EFO:0005856	ARTHRITIS	4		DailyMed$$setid=aed1e7c1-6197-4152-ae5e-06cf2ec3020f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aed1e7c1-6197-4152-ae5e-06cf2ec3020f####DailyMed$$setid=d9475b6c-edd1-4ea7-a22c-243e63c4d0f7$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d9475b6c-edd1-4ea7-a22c-243e63c4d0f7####DailyMed$$setid=a1eced33-f9ee-4757-ab94-75f238f9b2a9$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a1eced33-f9ee-4757-ab94-75f238f9b2a9####DailyMed$$setid=95910cee-0a43-4ac9-aeb9-6a659757b3ba$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=95910cee-0a43-4ac9-aeb9-6a659757b3ba####DailyMed$$setid=2db23534-31bb-4897-b105-95039166f5a7$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2db23534-31bb-4897-b105-95039166f5a7####DailyMed$$setid=ba11070e-1a36-4d5d-9e48-c37b4e90c037$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ba11070e-1a36-4d5d-9e48-c37b4e90c037
CHEMBL384304	Rg-547	Small molecule		D009369	NEOPLASMS	EFO:0000616	NEOPLASM	1		ClinicalTrials$$NCT00400296$$https://clinicaltrials.gov/search?id=%22NCT00400296%22
CHEMBL443052	Tavaborole	Small molecule	2014	D014009	ONYCHOMYCOSIS	HP:0012203	ONYCHOMYCOSIS	4	2011	ClinicalTrials$$NCT00680095,NCT00680134$$https://clinicaltrials.gov/search?id=%22NCT00680095%22OR%22NCT00680134%22####DailyMed$$setid=1ae61072-bca0-43f0-a741-07bda2d50c87$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1ae61072-bca0-43f0-a741-07bda2d50c87
CHEMBL206834	Bafetinib	Small molecule		D011471	PROSTATIC NEOPLASMS	EFO:0001663	PROSTATE CARCINOMA	2	2008	ClinicalTrials$$NCT01215799$$https://clinicaltrials.gov/search?id=%22NCT01215799%22
CHEMBL452076	Cilnidipine	Small molecule		D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	4		ATC$$C08CA14$$http://www.whocc.no/atc_ddd_index/?code=C08CA14
CHEMBL398435	Ticagrelor	Small molecule	2011	D000755	ANEMIA, SICKLE CELL	Orphanet:232	SICKLE CELL ANEMIA	2	2007	ClinicalTrials$$NCT02482298$$https://clinicaltrials.gov/search?id=%22NCT02482298%22
CHEMBL398435	Ticagrelor	Small molecule	2011	D007511	ISCHEMIA	EFO:0000556	ISCHEMIA	1	2007	ClinicalTrials$$NCT02091921$$https://clinicaltrials.gov/search?id=%22NCT02091921%22
CHEMBL398435	Ticagrelor	Small molecule	2011	D017544	AORTIC ANEURYSM, ABDOMINAL	EFO:0004214	ABDOMINAL AORTIC ANEURYSM	2	2007	ClinicalTrials$$NCT02070653$$https://clinicaltrials.gov/search?id=%22NCT02070653%22
CHEMBL452	Clonazepam	Small molecule	1975	D004827	EPILEPSY	EFO:0000474	EPILEPSY	4	1969	ATC$$N03AE01$$http://www.whocc.no/atc_ddd_index/?code=N03AE01####ClinicalTrials$$NCT00594945,NCT01870024$$https://clinicaltrials.gov/search?id=%22NCT00594945%22OR%22NCT01870024%22
CHEMBL316561	Proglumide	Small molecule		D010437	PEPTIC ULCER	HP:0004398	PEPTIC ULCER	4	1969	ATC$$A02BX06$$http://www.whocc.no/atc_ddd_index/?code=A02BX06
CHEMBL636	Rivastigmine	Small molecule	2000	D003704	DEMENTIA	EFO:0003862	DEMENTIA	4	1997	DailyMed$$setid=4364f6ef-a8da-4805-be0d-aabbe8ca2d21$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4364f6ef-a8da-4805-be0d-aabbe8ca2d21####ATC$$N06DA03$$http://www.whocc.no/atc_ddd_index/?code=N06DA03
CHEMBL549	Citalopram	Small molecule	1998	D003866	DEPRESSIVE DISORDER	EFO:0003761	UNIPOLAR DEPRESSION	4	1998	ATC$$N06AB04$$http://www.whocc.no/atc_ddd_index/?code=N06AB04####ClinicalTrials$$NCT01742832,NCT00047671,NCT01557946,NCT01473381,NCT01312922,NCT00666757,NCT00602290,NCT00162916,NCT00044798,NCT00655057,NCT01424384,NCT00672659,NCT00977353,NCT02000726,NCT01919216$$https://clinicaltrials.gov/search?id=%22NCT01742832%22OR%22NCT00047671%22OR%22NCT01557946%22OR%22NCT01473381%22OR%22NCT01312922%22OR%22NCT00666757%22OR%22NCT00602290%22OR%22NCT00162916%22OR%22NCT00044798%22OR%22NCT00655057%22OR%22NCT01424384%22OR%22NCT00672659%22OR%22NCT00977353%22OR%22NCT02000726%22OR%22NCT01919216%22####DailyMed$$setid=001714c1-a292-40be-bfbd-0ff67193ace6$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=001714c1-a292-40be-bfbd-0ff67193ace6
CHEMBL30	Cimetidine	Small molecule	1977	D006471	GASTROINTESTINAL HEMORRHAGE	HP:0002239	GASTROINTESTINAL HEMORRHAGE	3	1975	ClinicalTrials$$NCT00045799$$https://clinicaltrials.gov/search?id=%22NCT00045799%22
CHEMBL1220	Tinidazole	Small molecule	2004	D016780	MALARIA, VIVAX	EFO:0007445	PLASMODIUM VIVAX MALARIA	2	1970	ClinicalTrials$$NCT00811096$$https://clinicaltrials.gov/search?id=%22NCT00811096%22
CHEMBL141	Lamivudine	Small molecule	1995	D019694	HEPATITIS B, CHRONIC	EFO:0004197	HEPATITIS B INFECTION	4	1992	ClinicalTrials$$NCT00120796$$https://clinicaltrials.gov/search?id=%22NCT00120796%22
CHEMBL1138	Ezetimibe	Small molecule	2002	D006938	HYPERLIPOPROTEINEMIA TYPE II	EFO:0004911	FAMILIAL HYPERCHOLESTEROLEMIA	3	1999	ClinicalTrials$$NCT00092833$$https://clinicaltrials.gov/search?id=%22NCT00092833%22
CHEMBL727	Thioguanine	Small molecule	1966	D054198	PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA	EFO:0000220	ACUTE LYMPHOBLASTIC LEUKEMIA	1	1965	ClinicalTrials$$NCT02912676$$https://clinicaltrials.gov/search?id=%22NCT02912676%22
CHEMBL982	Nalmefene	Small molecule	1995	D000428	ALCOHOL DRINKING	EFO:0004329	ALCOHOL DRINKING	1	1981	ClinicalTrials$$NCT02639273$$https://clinicaltrials.gov/search?id=%22NCT02639273%22
CHEMBL363449	Nadifloxacin	Small molecule		D000152	ACNE VULGARIS	EFO:0003894	ACNE	3		ClinicalTrials$$NCT00869492$$https://clinicaltrials.gov/search?id=%22NCT00869492%22
CHEMBL622	Etodolac	Small molecule	1991	D012216	RHEUMATIC DISEASES	EFO:0005755	RHEUMATIC DISEASE	4	1975	ATC$$M01AB08$$http://www.whocc.no/atc_ddd_index/?code=M01AB08
CHEMBL622	Etodolac	Small molecule	1991	D010003	OSTEOARTHRITIS	EFO:0002506	OSTEOARTHRITIS	4	1975	DailyMed$$setid=ffe0d471-a9fd-4348-b9a1-8989a2e50233$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ffe0d471-a9fd-4348-b9a1-8989a2e50233
CHEMBL13	Metoprolol	Small molecule	1978	D007024	HYPOTENSION, ORTHOSTATIC	EFO:0005252	ORTHOSTATIC HYPOTENSION	2	1976	ClinicalTrials$$NCT00865917$$https://clinicaltrials.gov/search?id=%22NCT00865917%22
CHEMBL56367	Nimesulide	Small molecule		D010146	PAIN	EFO:0003843	PAIN	1		ClinicalTrials$$NCT01745614$$https://clinicaltrials.gov/search?id=%22NCT01745614%22
CHEMBL56367	Nimesulide	Small molecule		D012216	RHEUMATIC DISEASES	EFO:0005755	RHEUMATIC DISEASE	4		ATC$$M01AX17$$http://www.whocc.no/atc_ddd_index/?code=M01AX17
CHEMBL603	Zafirlukast	Small molecule	1996	D001943	BREAST NEOPLASMS	EFO:0000305	BREAST CARCINOMA	2	1995	ClinicalTrials$$NCT02950480$$https://clinicaltrials.gov/search?id=%22NCT02950480%22
CHEMBL63323	Niflumic Acid	Small molecule		D018771	ARTHRALGIA	HP:0002829	ARTHRALGIA	4		ATC$$M02AA17$$http://www.whocc.no/atc_ddd_index/?code=M02AA17
CHEMBL1444	Letrozole	Small molecule	1997	D007890	LEIOMYOSARCOMA	EFO:0000564	LEIOMYOSARCOMA	2	1993	ClinicalTrials$$NCT00856050$$https://clinicaltrials.gov/search?id=%22NCT00856050%22
CHEMBL493	Bromocriptine	Small molecule	1978	D003922	DIABETES MELLITUS, TYPE 1	EFO:0001359	TYPE I DIABETES MELLITUS	2	1976	ClinicalTrials$$NCT02544321$$https://clinicaltrials.gov/search?id=%22NCT02544321%22
CHEMBL493	Bromocriptine	Small molecule	1978	D016471	OVARIAN HYPERSTIMULATION SYNDROME	Orphanet:64739	OVARIAN HYPERSTIMULATION SYNDROME	2	1976	ClinicalTrials$$NCT02846493$$https://clinicaltrials.gov/search?id=%22NCT02846493%22
CHEMBL317052	Regadenoson	Small molecule	2008	D003324	CORONARY ARTERY DISEASE	EFO:0000378	CORONARY ARTERY DISEASE	3	2004	ClinicalTrials$$NCT00826280,NCT01618669,NCT01334918,NCT00208299,NCT01840696,NCT00907764,NCT00208312,NCT01161121$$https://clinicaltrials.gov/search?id=%22NCT00826280%22OR%22NCT01618669%22OR%22NCT01334918%22OR%22NCT00208299%22OR%22NCT01840696%22OR%22NCT00907764%22OR%22NCT00208312%22OR%22NCT01161121%22
CHEMBL317052	Regadenoson	Small molecule	2008	D017202	MYOCARDIAL ISCHEMIA	EFO:1001375	MYOCARDIAL ISCHEMIA	2	2004	ClinicalTrials$$NCT01655043$$https://clinicaltrials.gov/search?id=%22NCT01655043%22
CHEMBL1174	Eptifibatide	Protein	1998	D000755	ANEMIA, SICKLE CELL	Orphanet:232	SICKLE CELL ANEMIA	1		ClinicalTrials$$NCT00834899$$https://clinicaltrials.gov/search?id=%22NCT00834899%22
CHEMBL1174	Eptifibatide	Protein	1998	D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	3		ClinicalTrials$$NCT00638976$$https://clinicaltrials.gov/search?id=%22NCT00638976%22
CHEMBL8	Ciprofloxacin	Small molecule	1987	D006526	HEPATITIS C	EFO:0003047	HEPATITIS C INFECTION	1	1987	ClinicalTrials$$NCT01124799$$https://clinicaltrials.gov/search?id=%22NCT01124799%22
CHEMBL8	Ciprofloxacin	Small molecule	1987	D000881	ANTHRAX	EFO:0000778	ANTHRAX INFECTION	2	1987	ClinicalTrials$$NCT01753115$$https://clinicaltrials.gov/search?id=%22NCT01753115%22
CHEMBL271227	Abiraterone Acetate	Small molecule	2011	D001943	BREAST NEOPLASMS	EFO:0000305	BREAST CARCINOMA	2	2009	ClinicalTrials$$NCT01842321$$https://clinicaltrials.gov/search?id=%22NCT01842321%22
CHEMBL271227	Abiraterone Acetate	Small molecule	2011	D009369	NEOPLASMS	EFO:0000616	NEOPLASM	4	2009	ATC$$L02BX03$$http://www.whocc.no/atc_ddd_index/?code=L02BX03
CHEMBL262777	Vancomycin	Small molecule	1964	D017719	DIABETIC FOOT	EFO:1001459	DIABETIC FOOT	3		ClinicalTrials$$NCT01199783$$https://clinicaltrials.gov/search?id=%22NCT01199783%22
CHEMBL679	Epinephrine	Small molecule	1965	D006255	RHINITIS, ALLERGIC, SEASONAL	EFO:0003956	SEASONAL ALLERGIC RHINITIS	4		DailyMed$$setid=3ed35d7d-616c-43cd-9776-705821afc1f0$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3ed35d7d-616c-43cd-9776-705821afc1f0
CHEMBL887	Rasagiline	Small molecule	2006	D000544	ALZHEIMER DISEASE	EFO:0000249	ALZHEIMERS DISEASE	2	1995	ClinicalTrials$$NCT02359552$$https://clinicaltrials.gov/search?id=%22NCT02359552%22
CHEMBL13209	Nitrazepam	Small molecule		D007319	SLEEP INITIATION AND MAINTENANCE DISORDERS	EFO:0004698	INSOMNIA	3	1966	ClinicalTrials$$NCT00374777$$https://clinicaltrials.gov/search?id=%22NCT00374777%22
CHEMBL70418	Clobazam	Small molecule	2005	D010146	PAIN	EFO:0003843	PAIN	3	1975	ClinicalTrials$$NCT01179828$$https://clinicaltrials.gov/search?id=%22NCT01179828%22
CHEMBL70418	Clobazam	Small molecule	2005	D009437	NEURALGIA	EFO:0005762	NEUROPATHIC PAIN	1	1975	ClinicalTrials$$NCT01291316$$https://clinicaltrials.gov/search?id=%22NCT01291316%22
CHEMBL121	Rosiglitazone	Small molecule	1999	D005923	GLOMERULOSCLEROSIS, FOCAL SEGMENTAL	EFO:0004236	FOCAL SEGMENTAL GLOMERULOSCLEROSIS	1	1997	ClinicalTrials$$NCT00193648$$https://clinicaltrials.gov/search?id=%22NCT00193648%22
CHEMBL112	Acetaminophen	Small molecule	1968	D056844	RENAL COLIC	EFO:1001412	RENAL COLIC	2		ClinicalTrials$$NCT01906762$$https://clinicaltrials.gov/search?id=%22NCT01906762%22
CHEMBL870	Alendronic Acid	Small molecule	1995	D023921	CORONARY STENOSIS	EFO:1000882	CORONARY STENOSIS	2	1990	ClinicalTrials$$NCT00739466$$https://clinicaltrials.gov/search?id=%22NCT00739466%22
CHEMBL870	Alendronic Acid	Small molecule	1995	D001249	ASTHMA	EFO:0000270	ASTHMA	2	1990	ClinicalTrials$$NCT02230332$$https://clinicaltrials.gov/search?id=%22NCT02230332%22
